 KSTEP     KINC    NELEM    NPT       S11       S22       S12       E11       E22       E12       PORP   
     1       1       1       1     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       2     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       3     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       4     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       5     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       6     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       7     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       8     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       1       9     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       1     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       2     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       3     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       4     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       5     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       6     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       7     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       8     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       2       9     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       1     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       2     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       3     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       4     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       5     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       6     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       7     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       8     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       3       9     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       4       1     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       4       2     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       4       3     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       4       4     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       4       5     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
     1       1       4       6     0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00,  0.00E+00  
